<<<<<<< HEAD
Fichero actualizado a fecha: 2014-10-19 13:52:56
Nombre del Organismo;Descripción;DatosPersonales;Dirección;Calle;CodigoPostal;Localidad;Localidad;SoloClasificar;Teléfono;Telefax oficial;Fax;e-mail;Páginas de internet;Posicion;Información Adicional;Directorio Superior;Identificador Directorio Superior;Identificador;FechaModificacion;Enlace al contenido;
"Biblioteca Pública Municipal de Santibáñez de Vidriales";"Biblioteca Pública Municipal de Santibáñez de Vidriales";"Teresa Bailez Alonso";"C/ Mayor, 27. 49610 Santibáñez de Vidriales (Zamora)";"C/ Mayor, 27";"49610";"Santibáñez de Vidriales";"1179469441238";;"980 648 186 (Ayto.)";;"980 648 339 (Ayto.)";"BPM.SANTV@gmail.com";;"42.074017082142134#-6.01475715637207#88";;"Zamora";"1284269351631";1203344082834;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaZamora/es/Plantilla100Detalle/1284212879708/_/1203344082834/DirectorioPadre";
"Biblioteca Pública Municipal de Tábara";"Biblioteca Pública Municipal de Tábara ""Alicia Casado""";"Raquel Herrera Arroyo";"C/ Abrazamozas, s/n. 49140 Tábara (Zamora)";"Calle Abrazamozas, s/n";"49140";"Tábara";"1179469471782";;"980 590 229";;;"BPM.TABARA@gmail.com";;"41.825667973587926#-5.9607696533203125#88";;"Zamora";"1284269351631";1284225298521;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaZamora/es/Plantilla100Detalle/1284212879708/_/1284225298521/DirectorioPadre";
"Biblioteca Pública Municipal de Coca";;"Sara López González";"Plaza Mayor, 1 bajo. 40480 Coca";"Plaza Mayor, 1 bajo";"40480";"Coca";"1179298425057";;;;;"coca@siacajasegovia.com";;"41.21842017249852#-4.5224833488464355#94";;"Segovia";"1284269350926";1191909670724;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSegovia/es/Plantilla100Detalle/1284212879636/_/1191909670724/DirectorioPadre";
"Biblioteca Pública Municipal de Arévalo";;"Agustín García Vargas";"C/ Alhóndiga, s/n 05200 Arévalo";"C/ Alhóndiga, s/n";"05200";"Arévalo";"1179297191660";;"920 300 770";;;"puntoinformacionjuvenil@gmail.com";;"41.06516027571446#-4.719212651252747#112";;"Ávila";"1284269348233";1192514469861;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaAvila/es/Plantilla100Detalle/1284212873300/_/1192514469861/DirectorioPadre";
"Biblioteca Pública Municipal de El Hoyo de Pinares";"Biblioteca Pública Municipal de Hoyo de Pinares";"Jesús Fernández Fernández";"C/ Apolinar Estevez, 28. 05250 El Hoyo de Pinares";"C/ Apolinar Estevez, 28";"05250";"Hoyo de Pinares (El)";"1179297221775";;"918 638 808";;;"chuchibiblioteca@hotmail.com";;"40.50118379813788#-4.424797296524048#112";;"Ávila";"1284269348233";1193120402937;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaAvila/es/Plantilla100Detalle/1284212873300/_/1193120402937/DirectorioPadre";
"Biblioteca Pública Municipal de Piedralaves";;"Verónica García Pérez";;"Plaza Agapito Eloy Lefler, 2";"05440";"Piedralaves";"1179297257816";;"918 665 672";;;"biblio_piedralaves@hotmail.com";;"40.31807840421396#-4.699112176895142#106";;"Ávila";"1284269348233";1193120404419;20140912;"http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1193120404419/DirectorioPadre";
"Biblioteca Pública Municipal de Ávila";"Biblioteca ""Posada de la Feria""";"Nuria Hernández Camarero";"Plaza de la Feria, 2. 05002 Ávila";"Plaza de la Feria, 2";"05002";"Ávila";"1179297192481";;"920 354 000 Ext. 805";;;"posada@ayuntavila.com";"http://www.avila.es/areas-destacadas/bibliotecas-municipales";"40.651410232749015#-4.699997305870056#106";;"Ávila";"1284269348233";1193641946056;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaAvila/es/Plantilla100Detalle/1284212873300/_/1193641946056/DirectorioPadre";
"Biblioteca Pública Municipal de Lerma";"Biblioteca Pública Municipal de Lerma";"Arancha Serna Moneo";;"C/ Barco, 13";"09340";"Lerma";"1182753783538";;"947 170 175";;;"biblioteca@aytolerma.com";;"42.02663073482262#-3.7569808959960937#88";;"Burgos";"1284269348748";1193292153778;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaBurgos/es/Plantilla100Detalle/1284212879414/_/1193292153778/DirectorioPadre";
"Biblioteca Pública Municipal de Pradoluengo";;"Juan José Martín García";;"Plaza Clemente Zaldo, 12";"09260";"Pradoluengo";"1179297583348";;"947 586 017";;;"biblioprado@yahoo.es";"http://pradoluengo.burgos.es/turismo-y-ocio/bibliotecas";"42.32422217150224#-3.199639320373535#88";;"Burgos";"1284269348748";1193378559315;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaBurgos/es/Plantilla100Detalle/1284212879414/_/1193378559315/DirectorioPadre";
"Biblioteca Pública Municipal del Teatro Principal de Burgos";;"Juan Carlos Pérez Manrique";;"C/ Paseo del Espolón, s/n";"09003";"Burgos";"1179297447246";;"947 288 873";;;"biblioteca@aytoburgos.es";"http://www.aytoburgos.es/biblioteca";"42.34138538637749#-3.7005043029785156#88";;"Burgos";"1284269348748";1193471127439;20140313;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1193471127439/DirectorioPadre";
"Biblioteca del Centro Asociado de la UNED en Burgos";;;"Avda. Cantabria, s/n. 09006 Burgos";"Avda. Cantabria, s/n";"09006";"Burgos";"1179297447246";;"947 244 005";;;"ecolomaordax@burgos.uned.es";"http://www.uned.es/ca-burgos/biblioteca.html";"42.351884045719615#-3.689260482788086#82";;"Burgos";"1284269348748";1202288127996;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaBurgos/es/Plantilla100Detalle/1284212879414/_/1202288127996/DirectorioPadre";
"Biblioteca del Monasterio de San Pedro de Cardeña";;;;"Monaterio de San Pedro de Cardeña (Castrillo del Val)";"09193";"Castrillo del Val";"1179297456043";;"947 290 033";"947 290 075";;;;"42.31356022009682#-3.5857486724853515#82";;"Burgos";"1284269348748";1202289415632;20140313;"http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1202289415632/DirectorioPadre";
"Biblioteca Pública Municipal Miguel de Cervantes de Burgos";;"Juan Carlos Pérez Manrique";;"C/ Serramagna, 10";"09003";"Burgos";"1179297510462";;"947 288 893";;;"biblioteca@aytoburgos.es";"http://www.aytoburgos.es/biblioteca";"42.34322515730961#-3.717327117919922#88";;"Burgos";"1284269348748";1284223903619;20140313;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284223903619/DirectorioPadre";
"Biblioteca Pública Municipal ""Antonio Gamoneda"" de La Pola de Gordón";"Biblioteca Pública Municipal ""Antonio Gamoneda"" de La Pola de Gordón";"Josefina Ajenjo Rodríguez";"Avda. Cardenal Aguirre, 35";"Avda. Cardenal Aguirre, 35";"24600";"Pola de Gordón (La)";"1179297884683";;"987 588 324, 987 588 003 Ayto.";"987 588 132 Ayto.";;"bibliotecapola@hotmail.com";;"42.85416569268233#-5.670468807220459#100";;"León";"1284269349703";1192620424811;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaLeon/es/Plantilla100Detalle/1284212879528/_/1192620424811/DirectorioPadre";
"Biblioteca Pública Municipal de Astorga";"Biblioteca Pública Municipal de Astorga";"Esperanza Marcos de Paz";"C/ Luis Braille, s/n";"C/ Luis Braille, s/n";"24700";"Astorga";"1179297766689";;"987 618 690, 987 616 838 Ayto.";"987 619 299 Ayto.";;"biblioteca@ayuntamientodeastorga.com";;"42.45359600320348#-6.052147150039673#106";;"León";"1284269349703";1194418732336;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaLeon/es/Plantilla100Detalle/1284212879528/_/1194418732336/DirectorioPadre";
"Biblioteca Pública Municipal de Valderas";"Biblioteca Pública Municipal de Valderas";"Víctor Velado Cambero";"C/ Calvo Sotelo, s/n. 24220 Valderas (León)";"C/ Calvo Sotelo, s/n";"24220";"Valderas";"1179297976155";;"987 763 159, 987 762 001 (Ayto.)";"987 763 175";;;;"42.07808645257069#-5.442620515823364#100";;"León";"1284269349703";1194505230189;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaLeon/es/Plantilla100Detalle/1284212879528/_/1194505230189/DirectorioPadre";
"Biblioteca Pública Municipal de Valdepolo";"Biblioteca Pública Municipal de Valdepolo";"Sandra Prado Puente";"C/ Carretera, s/n. 24930 Valdepolo (León)";"C/ Carretera, s/n";"24930";"Valdepolo";"1179297974703";;"987 337 167, 987 337 203 (Ayto.)";;;;;"42.57635938945676#-5.225479602813721#100";;"León";"1284269349703";1194528356154;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaLeon/es/Plantilla100Detalle/1284212879528/_/1194528356154/DirectorioPadre";
"Biblioteca Pública Municipal ""Cronista Luis Pastrana"" de León";"Biblioteca Pública Municipal ""Cronista Luis Pastrana"" de León";"María Dolores Martínez Combó";"Avda. de la Magdalena, 1. 24009 León";"Avda. de la Magdalena, 1";"24009";"León";"1179297860755";;"987 276 997, 987 276 998 (Ayto.)";"987 276 996";;"mariadolores.martinez@aytoleon.com";;"42.60045113893774#-5.586354732513428#94";;"León";"1284269349703";1194528358868;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaLeon/es/Plantilla100Detalle/1284212879528/_/1194528358868/DirectorioPadre";
"Biblioteca Pública Municipal de Carracedelo";"Biblioteca Pública Municipal de Carracedelo";"Maria Cruz Miguel Álvarez";"Plaza del Ayuntamiento, 1. 24549 Carracedelo (León)";"Plaza del Ayuntamiento, 1";"24549";"Carracedelo";"1179297809126";;"987 562 659, 987 562 610 (Ayto.)";;;"aytocarracedelo@terra.es";;"42.55602819099177#-6.732516288757324#100";;"León";"1284269349703";1194937148058;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaLeon/es/Plantilla100Detalle/1284212879528/_/1194937148058/DirectorioPadre";
"Biblioteca Pública Municipal de Quintanilla de Sollamas";"Biblioteca Pública Municipal ""Llamas de la Ribera"" de Quintanilla de Sollamas";"Mercedes Pérez Fernández";"C/ Real, s/n. 24271 Quintanilla de Sollamas (León)";"C/ Real, s/n";"24271";"Llamas de la Ribera";"1179297863734";;"987 362 404, 987 362 013 (Ayto.)";;;"aytollamas@forum.com, casaculturaquintanilla@yahoo.es";;"42.60582114480659#-5.819942951202393#94";;"León";"1284269349703";1194937148796;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaLeon/es/Plantilla100Detalle/1284212879528/_/1194937148796/DirectorioPadre";
"Biblioteca Azcárate. León";"Biblioteca Azcárate de la Fundación Sierra Pambley. León";;"C/ Sierra Pambley, 2. 24003 León";"C/ Sierra Pambley, 2";"24003";"León";"1179297860755";;"987 229 369";;;"biblioteca1@sierrapambley.org";"http://www.sierrapambley.org/biblioteca-azcarate/";"42.5992744140655#-5.56781530380249#100";;"León";"1284269349703";1201083669562;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaLeon/es/Plantilla100Detalle/1284212879528/_/1201083669562/DirectorioPadre";
"Biblioteca Pública Municipal de Armunia";"Biblioteca Pública Municipal de Armunia";;"San Juan Bosco, 33. 24009 León";"San Juan Bosco, 33";"24009";"León";"1179297860755";;"987 218 760, 987 276 998 (Ayto.)";;;;;"42.57599596720626#-5.588779449462891#94";;"León";"1284269349703";1213708662866;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaLeon/es/Plantilla100Detalle/1284212879528/_/1213708662866/DirectorioPadre";
"Biblioteca Pública de León";;;;"C/ Santa Nonia, 5";"24003";"León";"1179297860755";;"987 206 710";;"987 203 025";"bpleon@jcyl.es";"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaLeon/es/Plantilla66y33/1284212879528/_/_/_";"42.59542818513674#-5.571860074996948#100";;"León";"1284269349703";1284248875439;20140313;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284248875439/DirectorioPadre";
"Biblioteca Pública Municipal de Astudillo";;"Luis Ángel Celada Villandiego";;"C/ Juan de Tapia, s/n";"34450";"Astudillo";"1179298059220";;"979 822 033";;;"registro@astudillo.es";;"42.19315495240491#-4.296244382858276#100";;"Palencia";"1284269350265";1194332695389;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaPalencia/es/Plantilla100Detalle/1284212879564/_/1194332695389/DirectorioPadre";
"Biblioteca Pública Municipal ""Fray Miguel de Benavides"" de Carrión de los Condes (Palencia)";;"María Ángeles Castrillo Martínez";;"Pza. Condes de Carrión s/n";"34120";"Carrión de los Condes";"1179298069830";;"979 880 631";;;"bibliocarrion@yahoo.es";"http://www.bibliotecaspublicas.info/bpcyl/info/detalle_biblioteca?c_biblioteca_id=94&contenedor=contenedor_popup";"42.337396387789504#-4.604537487030029#106";;"Palencia";"1284269350265";1194332703050;20140515;"http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1194332703050/DirectorioPadre";
"Biblioteca Pública Municipal de Frómista";;"Soraya Plaza Aparicio";"C/ Las Francesas, s/n. 34440 Frómista";"C/ Las Francesas, s/n";"34440";"Frómista";"1179298083362";;"979 810 502";;;"turismo@fromista@com";;"42.267575740759376#-4.409090280532837#100";;"Palencia";"1284269350265";1195196631628;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaPalencia/es/Plantilla100Detalle/1284212879564/_/1195196631628/DirectorioPadre";
"Biblioteca Pública Municipal de Saldaña";;"Pilar Montes Maldonado";"Avda. José Quintana, s/n. 34100 Saldaña";"Avda. José Quintana, s/n";"34100";"Saldaña";"1179298116853";;"979 891 134";;;"biblioteca@saldania.com";;"42.52405222281225#-4.7348713874816894#94";;"Palencia";"1284269350265";1195196674553;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaPalencia/es/Plantilla100Detalle/1284212879564/_/1195196674553/DirectorioPadre";
"Biblioteca Pública Municipal de Villada";;"Katia Ayerza Sanzo";"Plaza Mayor, s/n. 34340 Villada";"Plaza Mayor, s/n";"34340";"Villada";"1179298134961";;;;;"bibliovi@hotmail.hotmail.com";;"42.250860950068564#-4.966925382614136#106";;"Palencia";"1284269350265";1195196692731;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaPalencia/es/Plantilla100Detalle/1284212879564/_/1195196692731/DirectorioPadre";
"Centro de Documentación del Arte Románico";;;"Monasterio de Santa María la Real, 34800 Aguilar de Campoo, Palencia";"Monasterio de Santa María la Real";"34800";"Aguilar de Campoo";"1179298051138";;"979 125 000";;;"info@santamarialareal.org";"http://www.romanicodigital.com/centro-documentacion-arte-romanico.aspx";"42.79574704878071#-4.272222518920898#94";;"Palencia";"1284269350265";1284224801374;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaPalencia/es/Plantilla100Detalle/1284212879564/_/1284224801374/DirectorioPadre";
"Biblioteca Pública Municipal de Fuenteguinaldo";"Biblioteca Pública Municipal de Fuenteguinaldo";"Tomi Sánchez Carreño";"Plaza de la Constitución, 1. 37540 Fuenteguinaldo (Salamanca)";"Plaza de la Constitución, 1";"37540";"Fuenteguinaldo";"1179298244590";;"923 471 000";;"923 471 001";"tomibibli@hotmail.com";;"40.44786150194002#-6.747751235961914#82";;"Salamanca";"1284269350572";1195686970803;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSalamanca/es/Plantilla100Detalle/1284212879599/_/1195686970803/DirectorioPadre";
"Biblioteca Pública Municipal de Guijuelo";;"María A. Pérez González";;"C/ Teso de la Feria, 9";"37770";"Guijuelo";"1179298254513";;"923 581 970";;"923 580 787";"biblioteca@guijuelo.es";;"40.56047123499004#-5.671820640563965#88";;"Salamanca";"1284269350572";1195686993637;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSalamanca/es/Plantilla100Detalle/1284212879599/_/1195686993637/DirectorioPadre";
"Biblioteca Pública Municipal de Cabrerizos";;"Javier Alonso González";;"Avda. del Manzano, s/n";"37196";"Cabrerizos";"1179298206129";;"923 209 183";;"923 289 093";"jalonsagra@hotmail.com";;"40.98002766348274#-5.6108808517456055#88";;"Salamanca";"1284269350572";1195801293848;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSalamanca/es/Plantilla100Detalle/1284212879599/_/1195801293848/DirectorioPadre";
"Biblioteca Pública Municipal de Ayllón";;"Mª Carmen Melchor Pacheco";"Plza. Obispo Vellosillo, 1. 40520 Ayllón";"Plza. Obispo Vellosillo, 1";"40520";"Ayllón";"1179298412438";;"921 553 916";"921 553 336";;"biblioteca@ayllon.es";;"41.42086311158452#-3.3771800994873047#94";;"Segovia";"1284269350926";1191823340728;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSegovia/es/Plantilla100Detalle/1284212879636/_/1191823340728/DirectorioPadre";
"Biblioteca Pública Municipal de Nava de la Asunción";;"Laura García Sánchez";"Plza. Mayor, s/n. 40450 Nava de la Asunción";"Plza. Mayor, s/n";"40450";"Nava de la Asunción";"1179298526304";;"921 580 143";;;"biblioteca@navadelaasuncion.org";;"41.15650003984256#-4.488698244094849#100";;"Segovia";"1284269350926";1191909671072;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSegovia/es/Plantilla100Detalle/1284212879636/_/1191909671072/DirectorioPadre";
"Centro de Documentación del CENEAM";;"Rosario Toril";;"Paseo José Mª Ruiz-Dana, s/n";"40109";"Pradera de Navalhorno (La)";"1179298555535";;"921 473 869";"921 471 746";;"bib.ceneam@oapn.es, doc.ceneam@oapn.es";"http://www.magrama.gob.es/es/ceneam/centro-de-documentacion-ceneam";"40.87302619480758#-4.019966125488281#88";;"Segovia";"1284269350926";1230984547003;20140514;"http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1230984547003/DirectorioPadre";
"Biblioteca Pública Municipal de Mayorga de Campos (Centro Cívico Modesto Lafuente)";;"Lorena Peláez Claro";;"C/ Derecha, 23";"47680";"Mayorga";"1179469262536";;"983 752 027";;;"biblioteca_mayorga@hotmail.com";;"42.1674113938766#-5.263309478759766#88";;"Valladolid";"1284269351464";1193641886620;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaValladolid/es/Plantilla100Detalle/1276515979208/_/1193641886620/DirectorioPadre";
"Biblioteca Pública Municipal de Simancas";;"Evangelina Valentín Gómez";;"C/ Cañuelo, s/n";"47130";"Simancas";"1179469300497";;"983 590 409";;;"evabiblio@hotmail.com";"http://www.aytosimancas.es/desarrolloSecciones.php?sec_id=35";"41.58871053907875#-4.829156398773193#94";;"Valladolid";"1284269351464";1193641922144;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaValladolid/es/Plantilla100Detalle/1276515979208/_/1193641922144/DirectorioPadre";
"Biblioteca Pública Municipal de Cabezón de Pisuerga";;"Esperanza Martín Torres";;"C/ Constitución 7";"47260";"Cabezón de Pisuerga";"1179469240492";;"983 500 616";;"983 500 666";"martine@aytocabezondepisuerga.es";;"41.73519798789358#-4.645929336547852#88";;"Valladolid";"1284269351464";1200230041267;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaValladolid/es/Plantilla100Detalle/1276515979208/_/1200230041267/DirectorioPadre";
"Biblioteca Pública Municipal ""Rosa Chacel""";;"Valle Caballero Herrero";;"Centro Cívico Zona Sur. Pza. Juan de Austria, 11";"47006";"Valladolid";"1179469311668";;"983 426 343";;;"bmrc@ava.es";;"19.734755#-101.17113#88";;"Valladolid";"1284269351464";1202286543487;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaValladolid/es/Plantilla100Detalle/1276515979208/_/1202286543487/DirectorioPadre";
"Biblioteca Pública Municipal ""Rondilla""";"Biblioteca Pública Municipal ""Rondilla"" de Valladolid";"Isabel Rojo García";;"Centro Cívico Rondilla. C/ Alberto Fernández, 3.";"47010";"Valladolid";"1179469311668";;"983 426 408";;;"bmro@ava.es";;"41.66397#-4.725782#88";;"Valladolid";"1284269351464";1202286660189;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaValladolid/es/Plantilla100Detalle/1276515979208/_/1202286660189/DirectorioPadre";
"Punto de Préstamo Barrio Esgueva. Valladolid";;;;"Centro Cívico. C/ Madre de Dios, 20";"47011";"Valladolid";"1179469311668";;"983 310 529";;;;;"41.659992064835016#-4.715838432312012#88";;"Valladolid";"1284269351464";1202286784852;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaValladolid/es/Plantilla100Detalle/1276515979208/_/1202286784852/DirectorioPadre";
"Punto de Préstamo Barrio de San Pedro Regalado. Valladolid";;;;"Centro de Actividades Ciudadanas. C/ Arturo Moliner, s/n";"47011";"Valladolid";"1179469311668";;"983 252 435";;;;;"41.6681673969973#-4.707555770874023#88";;"Valladolid";"1284269351464";1202287460555;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaValladolid/es/Plantilla100Detalle/1276515979208/_/1202287460555/DirectorioPadre";
